dataset_index,true_cipher_type,difficulty,true_plaintext,ciphertext_original,rq2_std_pred,rq2_std_correct,rq2_char_pred,rq2_char_correct,rq3_std_pred,rq3_std_correct,rq3_char_pred,rq3_char_correct
2496,Bacon Cipher,1,Just finished a great workout! Feeling accomplished! #FitnessJourney #HealthyLiving,ABAABBABAABAABABAABBAABABABAAAABBABABAAABAABAAABBBAABAAAAABBAAAAAAABBABAAABAABAAAAAAABAABBBABBAABBBABAAABABABAABBBABABAABAABBAABABAABAAAABAAABABBABAAAABBABAABBAAAAAAAAABAAAABAABBBAABBAAABBBBABABBABAAABAABAAABBBAABAAAAABBAABABABAAABAABBABBABAABAABAABABAABAABAABABBBABABAABAAABABBABAABAABBAAAAABBBAABAAAAAAAABABBBAABBAABBBBBAAAABABBABAAABABABABAAAABBABAABBA,Vigenère Cipher,False,Playfair Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
2497,Rail Fence Cipher,2,Just finished a great workout! Feeling accomplished! #FitnessJourney #HealthyLiving,J idgtrtencph tsr ayiutfnse  ra oku!Feigacmlse!#insJuny#elhLvnsihaewo l oidFeoeHtig,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False
2498,Vigenère Cipher,2,Just finished a great workout! Feeling accomplished! #FitnessJourney #HealthyLiving,kpog lfuorizz q dykzu sbhqlbz! aarbokn zdxkzfrfznde! #voqukrtekhhtbf #izwyjnvsoujic,Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True
2499,Playfair Cipher,2,Just finished a great workout! Feeling accomplished! #FitnessJourney #HealthyLiving,LSZRDMQLZDFEGNPDBYVYOXPVOHDCLULQNGKCKPLOMLZDFEDMYQDURSPVYIGPDFCNBQPNMSLQDA,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,"RSA Cipher (Note: This is a common mistake in RSA encryption that the given ciphertext is not encrypted using RSA, but it is Base64 encoded RSA ciphertext. However, the question asks for the encryption method used to encrypt the ciphertext, not the method used to represent the ciphertext.)",False
2500,RSA Cipher,3,Just finished a great workout! Feeling accomplished! #FitnessJourney #HealthyLiving,1877 2160 1230 884 1992 1369 3179 2235 3179 1230 2170 1313 1773 1992 1632 1992 2923 2412 1313 1632 884 1992 1107 2185 2412 690 2185 2160 884 1853 1992 325 1313 1313 745 3179 2235 2923 1992 1632 281 281 2185 2271 612 745 3179 1230 2170 1313 1773 1853 1992 921 325 3179 884 2235 1313 1230 1230 1877 2185 2160 2412 2235 1313 487 1992 921 3000 1313 1632 745 884 2170 487 2726 3179 2578 3179 2235 2923,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,True,Vigenère Cipher,False
2501,AES Cipher,3,Just finished a great workout! Feeling accomplished! #FitnessJourney #HealthyLiving,4gRSCFxmBAGxknkXib60m7CfhOfJxxj+ChLWG6C2ako1bvupzRjg/FBip3oPqULEOcnN6/6DBzGh7tobIyYpMuljWJyNdOTmoRD7Dw47BA/vyfGTQrmVATn5UPi2g82H,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Atbash Cipher,False
2502,Caesar Cipher,1,The court denies the request for a change of venue.,wkh frxuw ghqlhv wkh uhtxhvw iru d fkdqjh ri yhqxh.,Vigenère Cipher,False,Playfair Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
2503,Atbash Cipher,1,The court denies the request for a change of venue.,Gsv xlfig wvmrvh gsv ivjfvhg uli z xszmtv lu evmfv.,Vigenère Cipher,False,Playfair Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
2504,Morse Code,1,The court denies the request for a change of venue.,- .... .   -.-. --- ..- .-. -   -.. . -. .. . ...   - .... .   .-. . --.- ..- . ... -   ..-. --- .-.   .-   -.-. .... .- -. --. .   --- ..-.   ...- . -. ..- . .,Morse Code,True,Playfair Cipher,False,Morse Code,True,Rail Fence Cipher,False
2505,Bacon Cipher,1,The court denies the request for a change of venue.,BAABBAABBBAABAAAAABAABBBABABAABAAABBAABBAAABBAABAAABBABABAAAAABAABAABABAABBAABBBAABAABAAABAABAABAAAABABAAAABAABAABABAABBAABABABBBABAAABAAAAAAAABAAABBBAAAAAABBABAABBAAABAAABBBAAABABBABABAABAAABBABBABAAAABAA,Vigenère Cipher,False,Atbash Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2506,Rail Fence Cipher,2,The court denies the request for a change of venue.,Tctn  u  he uh or eisterqetfracag fvneeudeheso noe.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
2507,Vigenère Cipher,2,The court denies the request for a change of venue.,lly psbxc viharw zqi vyihizz jgv s gogwkw ix zltdi.,Vigenère Cipher,True,Playfair Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
2508,Playfair Cipher,2,The court denies the request for a change of venue.,XDCLNXTUCVLFVAXDCIBLRSVUPNXEDKSOCSNPSVUFAR,Vigenère Cipher,False,Playfair Cipher,True,Rail Fence Cipher,False,Rail Fence Cipher,False
2509,RSA Cipher,3,The court denies the request for a change of venue.,2159 2170 1313 1992 281 2185 2160 2412 884 1992 1773 1313 2235 3179 1313 1230 1992 884 2170 1313 1992 2412 1313 1627 2160 1313 1230 884 1992 1369 2185 2412 1992 1632 1992 281 2170 1632 2235 2923 1313 1992 2185 1369 1992 2578 1313 2235 2160 1313 2825,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
2510,AES Cipher,3,The court denies the request for a change of venue.,bnkDIFUlRiOmmx2IG0GUrgifZ67m0qPk3xANR8mPGRFgLFj7lLdjAQ7wEmWVBNJNe8bc1oG5i+7/w60YSn2AWA==,"RSA Cipher (This is a common RSA encryption example, but the given ciphertext is not decryptable without the private key, which is not provided.)",False,Vigenère Cipher,False,RSA Cipher,False,Vigenère Cipher,False
2511,Caesar Cipher,1,Company invests in employee training and development programs,frpsdqb lqyhvwv lq hpsorbhh wudlqlqj dqg ghyhorsphqw surjudpv,Playfair Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
2512,Atbash Cipher,1,Company invests in employee training and development programs,Xlnkzmb rmevhgh rm vnkolbvv gizrmrmt zmw wvevolknvmg kiltiznh,Playfair Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
2513,Morse Code,1,Company invests in employee training and development programs,-.-. --- -- .--. .- -. -.--   .. -. ...- . ... - ...   .. -.   . -- .--. .-.. --- -.-- . .   - .-. .- .. -. .. -. --.   .- -. -..   -.. . ...- . .-.. --- .--. -- . -. -   .--. .-. --- --. .-. .- -- ...,Playfair Cipher,False,Vigenère Cipher,False,Morse Code,True,Morse Code,True
2514,Bacon Cipher,1,Company invests in employee training and development programs,AAABAABBBAABBAAABBBBAAAAAABBABBBAAAABAAAABBABBABABAABAABAABABAABBBAABAABAAAABBABAABAAABBAAABBBBABABBABBBABBAAAAABAAAABAABAABBBAAABAAAAAABAAAABBABABAAAABBABAABBAAAAAAABBABAAABBAAABBAABAABABABAABAAABABBABBBAABBBBABBAAAABAAABBABBAABBABBBBBAAABABBBAAABBABAAABAAAAAABBAABAABA,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2515,Rail Fence Cipher,2,Company invests in employee training and development programs,Caisimytn  em gsopn net nepoe riigaddvlpetpormmyvs leanneonra,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Atbash Cipher,False
2516,Vigenère Cipher,2,Company invests in employee training and development programs,bdpzpmd aautvdh nj rleoyndj lezxqscf wfq shftktlermi zgnlnszr,Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True,Rail Fence Cipher,False
2517,Playfair Cipher,2,Company invests in employee training and development programs,DMOSQKTPAXGOZIPRVOIXPWXGLWAQPRPRVKQFODEXEISOXQYIQILKVUPG,Playfair Cipher,True,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2518,RSA Cipher,3,Company invests in employee training and development programs,641 2185 2271 612 1632 2235 487 1992 3179 2235 2578 1313 1230 884 1230 1992 3179 2235 1992 1313 2271 612 745 2185 487 1313 1313 1992 884 2412 1632 3179 2235 3179 2235 2923 1992 1632 2235 1773 1992 1773 1313 2578 1313 745 2185 612 2271 1313 2235 884 1992 612 2412 2185 2923 2412 1632 2271 1230,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2519,AES Cipher,3,Company invests in employee training and development programs,io7epVYZNEmS5fwp+mvD7J4jIUgeOgX/cVRe1J5CUUDadRAtyb8gH/OFrrXj5U9hcMKarVUzHWJFarrK9FWdzg==,RSA Cipher (Base64 encoded RSA ciphertext),False,Vigenère Cipher,False,RSA Cipher,False,RSA Cipher,False
2520,Caesar Cipher,1,The journey of a thousand miles begins with a single step.,wkh mrxuqhb ri d wkrxvdqg plohv ehjlqv zlwk d vlqjoh vwhs.,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
2521,Atbash Cipher,1,The journey of a thousand miles begins with a single step.,Gsv qlfimvb lu z gslfhzmw nrovh yvtrmh drgs z hrmtov hgvk.,Vigenère Cipher,False,Playfair Cipher,False,Atbash Cipher,True,Atbash Cipher,True
2522,Morse Code,1,The journey of a thousand miles begins with a single step.,- .... .   .--- --- ..- .-. -. . -.--   --- ..-.   .-   - .... --- ..- ... .- -. -..   -- .. .-.. . ...   -... . --. .. -. ...   .-- .. - ....   .-   ... .. -. --. .-.. .   ... - . .--. .,Playfair Cipher,False,Bacon Cipher,False,Morse Code,True,Rail Fence Cipher,False
2523,Bacon Cipher,1,The journey of a thousand miles begins with a single step.,BAABBAABBBAABAAABAABABBBABABAABAAABABBABAABAABBAAAABBBAAABABAAAAABAABBAABBBABBBABABAABAABAAAAAAABBABAAABBABBAAABAAAABABBAABAABAABAAAAABAABAAAABBAABAAAABBABBAABABABBAABAAABAABBAABBBAAAAABAABAABAAAABBABAABBAABABBAABAABAABABAABBAABAAABBBB,Vigenère Cipher,False,Atbash Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2524,Rail Fence Cipher,2,The journey of a thousand miles begins with a single step.,Tjno udlbnian ph ore fatosn ie eiswt  igese.euy hamsg hslt,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
2525,Vigenère Cipher,2,The journey of a thousand miles begins with a single step.,tke niqxxhy oe u zrruvamh iovhs bdkcjy ziwh e ooxjlh rxyl.,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
2526,Playfair Cipher,2,The journey of a thousand miles begins with a single step.,FOBMQFSMBDTAHFOTLQGHERNYGRCGBNSZVKFOGOKHNGGRXARV,Vigenère Cipher,False,Morse Code,False,Atbash Cipher,False,Rail Fence Cipher,False
2527,RSA Cipher,3,The journey of a thousand miles begins with a single step.,2159 2170 1313 1992 1696 2185 2160 2412 2235 1313 487 1992 2185 1369 1992 1632 1992 884 2170 2185 2160 1230 1632 2235 1773 1992 2271 3179 745 1313 1230 1992 2570 1313 2923 3179 2235 1230 1992 1107 3179 884 2170 1992 1632 1992 1230 3179 2235 2923 745 1313 1992 1230 884 1313 612 2825,Vigenère Cipher,False,Bacon Cipher,False,"RSA Cipher (due to the format of the numbers, which is a common representation of RSA encryption)",True,Vigenère Cipher,False
2528,AES Cipher,3,The journey of a thousand miles begins with a single step.,pffs5BXkjTG7Es3BLcU2GQTUueA70G+DhRDO1tnOevdIPRE/M4d59mXXjBsmc/poLmjCWO1E6V2I8xs9FMaobQ==,Vigenère Cipher,False,Bacon Cipher,False,RSA Cipher,False,Vigenère Cipher,False
2529,Caesar Cipher,1,Research shows that exercise can enhance cognitive function.,uhvhdufk vkrzv wkdw hahuflvh fdq hqkdqfh frjqlwlyh ixqfwlrq.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
2530,Atbash Cipher,1,Research shows that exercise can enhance cognitive function.,Ivhvzixs hsldh gszg vcvixrhv xzm vmszmxv xltmrgrev ufmxgrlm.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
2531,Morse Code,1,Research shows that exercise can enhance cognitive function.,.-. . ... . .- .-. -.-. ....   ... .... --- .-- ...   - .... .- -   . -..- . .-. -.-. .. ... .   -.-. .- -.   . -. .... .- -. -.-. .   -.-. --- --. -. .. - .. ...- .   ..-. ..- -. -.-. - .. --- -. .,Morse Code,True,Vigenère Cipher,False,Morse Code,True,Rail Fence Cipher,False
2532,Bacon Cipher,1,Research shows that exercise can enhance cognitive function.,BAAABAABAABAABAAABAAAAAAABAAABAAABAAABBBBAABAAABBBABBBABABBABAABABAABBAABBBAAAAABAABBAABAABABBBAABAABAAABAAABAABAAABAABAAABAAAAABAAAAAAABBABAABAAABBABAABBBAAAAAABBABAAABAAABAAAAABAABBBAAABBAABBABABAAABAABBABAAABABABAABAAAABABBABAAABBABAAABABAABBABAAAABBBAABBAB,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False
2533,Rail Fence Cipher,2,Research shows that exercise can enhance cognitive function.,Ra whec  a nvuieerhsosta xriecnehnecgiiefnto.sch tesancot cn,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False
2534,Vigenère Cipher,2,Research shows that exercise can enhance cognitive function.,jyqlugiv aziuz inol wrcywxys ksh lhwgbum wmnhxzwnm zsuwiocf.,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
2535,Playfair Cipher,2,Research shows that exercise can enhance cognitive function.,EFEIGEAMESKYTVSHSFSLUGAEUACIUISHCMUAPDYWSWSUULCMSWMY,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,RSA Cipher,False
2536,RSA Cipher,3,Research shows that exercise can enhance cognitive function.,1859 1313 1230 1313 1632 2412 281 2170 1992 1230 2170 2185 1107 1230 1992 884 2170 1632 884 1992 1313 1542 1313 2412 281 3179 1230 1313 1992 281 1632 2235 1992 1313 2235 2170 1632 2235 281 1313 1992 281 2185 2923 2235 3179 884 3179 2578 1313 1992 1369 2160 2235 281 884 3179 2185 2235 2825,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
2537,AES Cipher,3,Research shows that exercise can enhance cognitive function.,vIIJYqQm2X+B/gxrmgjK7rRdXgHJGGw5WrMFa96rHF+HLHVcEYO9n/czvrO6zs6a9dxzULLPBkC/641wDldMXw==,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Vigenère Cipher,False
2538,Caesar Cipher,1,Proper nutrition is vital for children's growth and development.,surshu qxwulwlrq lv ylwdo iru fkloguhq'v jurzwk dqg ghyhorsphqw.,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2539,Atbash Cipher,1,Proper nutrition is vital for children's growth and development.,Kilkvi mfgirgrlm rh ergzo uli xsrowivm'h tildgs zmw wvevolknvmg.,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
2540,Morse Code,1,Proper nutrition is vital for children's growth and development.,.--. .-. --- .--. . .-.   -. ..- - .-. .. - .. --- -.   .. ...   ...- .. - .- .-..   ..-. --- .-.   -.-. .... .. .-.. -.. .-. . -. ' ...   --. .-. --- .-- - ....   .- -. -..   -.. . ...- . .-.. --- .--. -- . -. - .,Vigenère Cipher,False,Vigenère Cipher,False,Morse Code,True,Morse Code,True
2541,Bacon Cipher,1,Proper nutrition is vital for children's growth and development.,ABBBBBAAABABBBAABBBBAABAABAAABABBABBABAABAABBBAAABABAAABAABBABAAAABBBAABBABABAAABAABABABABABAAABAABBAAAAAABABBAABABABBBABAAABAAABAAABBBABAAAABABBAAABBBAAABAABAAABBABBAABAAABBABAAABABBBABABBABAABBAABBBAAAAAABBABAAABBAAABBAABAABABABAABAAABABBABBBAABBBBABBAAAABAAABBABBAABB,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
2542,Rail Fence Cipher,2,Proper nutrition is vital for children's growth and development.,Peut vlrie wadlerprntiini ia o hlrnsgot n eeomn.o rostfcd'rhdvpt,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
2543,Vigenère Cipher,2,Proper nutrition is vital for children's growth and development.,ufnskg vxcwwsluc qv awsdr fwu hvhojgev'b uqrcih dwi chbtlwsvjbs.,Vigenère Cipher,True,Vigenère Cipher,True,Rail Fence Cipher,False,Rail Fence Cipher,False
2544,Playfair Cipher,2,Proper nutrition is vital for children's growth and development.,QSPQMYKZYOVYVRMFOFVYCHVSQEMVKWYMSZESQVVOGHWUIBIAHQRKGMUY,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2545,RSA Cipher,3,Proper nutrition is vital for children's growth and development.,2933 2412 2185 612 1313 2412 1992 2235 2160 884 2412 3179 884 3179 2185 2235 1992 3179 1230 1992 2578 3179 884 1632 745 1992 1369 2185 2412 1992 281 2170 3179 745 1773 2412 1313 2235 1956 1230 1992 2923 2412 2185 1107 884 2170 1992 1632 2235 1773 1992 1773 1313 2578 1313 745 2185 612 2271 1313 2235 884 2825,Atbash Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2546,AES Cipher,3,Proper nutrition is vital for children's growth and development.,TUzSMcG/x3R/7ze1L7u6u4/AP/LZmCGK2jb++3qufPFacnjUrdxBs4iClY7Lf0Z+fgbq8jGZKbhQCc5wtbgo/F8BN/GnaPzO1Y4xKfHKNFs=,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Atbash Cipher,False
2547,Caesar Cipher,1,New legislation aims to protect endangered species,qhz ohjlvodwlrq dlpv wr surwhfw hqgdqjhuhg vshflhv,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Vigenère Cipher,False
2548,Atbash Cipher,1,New legislation aims to protect endangered species,Mvd ovtrhozgrlm zrnh gl kilgvxg vmwzmtvivw hkvxrvh,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Atbash Cipher,True
2549,Morse Code,1,New legislation aims to protect endangered species,-. . .--   .-.. . --. .. ... .-.. .- - .. --- -.   .- .. -- ...   - ---   .--. .-. --- - . -.-. -   . -. -.. .- -. --. . .-. . -..   ... .--. . -.-. .. . ...,Morse Code,True,Playfair Cipher,False,Morse Code,True,Rail Fence Cipher,False
2550,Bacon Cipher,1,New legislation aims to protect endangered species,ABBABAABAABABBAABABBAABAAAABBAABAAABAABAABABBAAAAABAABBABAAAABBBAABBABAAAAAABAAAABBAABAABABAABBABBBAABBBBBAAABABBBABAABBAABAAAAABABAABBAABAAABBABAAABBAAAAAABBABAABBAAABAABAAABAABAAAAABBBAABAABBBBAABAAAAABAABAAAAABAABAABA,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
2551,Rail Fence Cipher,2,New legislation aims to protect endangered species,Nlsia peenepee eilto ist rtc nagrdseiswganmootde c,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Atbash Cipher,False
2552,Vigenère Cipher,2,New legislation aims to protect endangered species,nsl zchzcbahxwb bzwi hd dppkost tvryoxoher adcdzoi,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Vigenère Cipher,True
2553,Playfair Cipher,2,New legislation aims to protect endangered species,PTZGTHLRIDOGTRIRNMECRSCEOBEOSUURHTPOLZXKOLCP,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
2554,RSA Cipher,3,New legislation aims to protect endangered species,3165 1313 1107 1992 745 1313 2923 3179 1230 745 1632 884 3179 2185 2235 1992 1632 3179 2271 1230 1992 884 2185 1992 612 2412 2185 884 1313 281 884 1992 1313 2235 1773 1632 2235 2923 1313 2412 1313 1773 1992 1230 612 1313 281 3179 1313 1230,Vigenère Cipher,False,Vigenère Cipher,False,"RSA Cipher (RSA is typically used for public-key encryption, but it's difficult to identify RSA from the given ciphertext without knowing the specific characteristics of the RSA encryption, such as the modulus and public exponent. However, the given ciphertext appears to be a sequence of numbers, which is a common representation of RSA ciphertext.)",True,Rail Fence Cipher,False
2555,AES Cipher,3,New legislation aims to protect endangered species,cJV930hu4EcjE1PDz5lszUA+FQf+CMYngTXt6rq/JZ3Wn6DSez7C0K/sAenKpOPF+WRM096S17GWf3tm5kYfVw==,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Vigenère Cipher,False
2556,Caesar Cipher,1,It was a time of great upheaval and change in society.,lw zdv d wlph ri juhdw xskhdydo dqg fkdqjh lq vrflhwb.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
2557,Atbash Cipher,1,It was a time of great upheaval and change in society.,Rg dzh z grnv lu tivzg fksvzezo zmw xszmtv rm hlxrvgb.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
2558,Morse Code,1,It was a time of great upheaval and change in society.,.. -   .-- .- ...   .-   - .. -- .   --- ..-.   --. .-. . .- -   ..- .--. .... . .- ...- .- .-..   .- -. -..   -.-. .... .- -. --. .   .. -.   ... --- -.-. .. . - -.-- .,Playfair Cipher,False,Vigenère Cipher,False,Morse Code,True,Rail Fence Cipher,False
2559,Bacon Cipher,1,It was a time of great upheaval and change in society.,ABAAABAABBBABBAAAAAABAABAAAAAABAABBABAAAABBAAAABAAABBBAAABABAABBABAAABAABAAAAAAABAABBBABAAABBBBAABBBAABAAAAAAABABABAAAAAABABBAAAAAABBABAAABBAAABAAABBBAAAAAABBABAABBAAABAAABAAAABBABBAABAABBBAAAABAABAAAAABAABAABBBBAAA,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2560,Rail Fence Cipher,2,It was a time of great upheaval and change in society.,Ia e apvacgncytwsatm fgetuhaa n hnei oit.  ior elda se,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
2561,Vigenère Cipher,2,It was a time of great upheaval and change in society.,oi mwu r cobj kh xtngi kljxrxjr fdz vycwmt yj lferkid.,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
2562,Playfair Cipher,2,It was a time of great upheaval and change in society.,ELANWULEVMAELZFODOQFFOWONGBTEINFOIFLVUECMEXB,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2563,RSA Cipher,3,It was a time of great upheaval and change in society.,1486 884 1992 1107 1632 1230 1992 1632 1992 884 3179 2271 1313 1992 2185 1369 1992 2923 2412 1313 1632 884 1992 2160 612 2170 1313 1632 2578 1632 745 1992 1632 2235 1773 1992 281 2170 1632 2235 2923 1313 1992 3179 2235 1992 1230 2185 281 3179 1313 884 487 2825,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
